project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月,+7月,+8月
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,420
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,420
yamada-ui,2024-03-06T20:36:17.138Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,420
suneditor,2021-04-10T14:26:31.953Z,0,0,0,0,0,0,2,0,0,0,0,1,59,40,8,43,34
gqless,2020-03-19T21:50:06.740Z,4,16,12,7,30,1,0,11,74,132,23,6,8,2,15,1,3
sweetalert,2018-10-04T14:23:11.103Z,35,27,29,10,9,10,7,11,25,10,13,23,10,24,10,10,10
gqless,2020-03-19T21:50:06.740Z,4,16,12,7,30,1,0,11,74,132,23,6,8,2,15,1,3
networkupstools,2023-02-02T16:01:25.119Z,1,0,9,0,20,12,0,15,13,0,0,5,12,25,38,9,64
networkupstools,2023-02-02T16:01:25.119Z,1,0,9,0,20,12,0,15,13,0,0,5,12,25,38,9,64
sollumz,2024-11-04T22:05:20.772Z,23,17,17,22,24,45,18,46,44,13,21,2,15,12,25,13,6
ueransim,2021-01-31T11:45:15.487Z,0,0,0,1,28,3,69,95,76,84,54,69,126,77,42,59,64
typeorm-fixtures,2022-11-08T20:04:34.033Z,10,0,1,26,8,8,2,5,3,0,1,0,0,3,2,0,0
umap,2023-08-16T15:56:52.817Z,0,0,1,2,8,52,47,14,21,19,10,44,83,92,55,116,117
umap,2023-08-16T15:56:52.817Z,0,0,1,2,8,52,47,14,21,19,10,44,83,92,55,116,117
typeorm-fixtures,2022-11-08T20:04:34.033Z,10,0,1,26,8,8,2,5,3,0,1,0,0,3,2,0,0
apiato,2018-03-02T01:40:54.281Z,61,33,46,67,86,84,37,24,35,58,75,33,27,22,21,7,9
apiflask,2023-12-08T15:42:40.092Z,13,8,14,19,15,24,3,26,12,12,19,26,9,3,6,48,4
redmodding,2021-02-17T16:15:27.686Z,0,0,0,3,2,0,0,0,17,0,1,1,2,4,5,2,5
anotherredisdesktopmanager,2020-07-09T15:10:10.974Z,0,0,0,0,0,2,8,0,0,0,0,3,0,0,0,3,1
aedes,2020-02-13T22:09:38.530Z,0,10,8,9,0,25,14,52,27,12,7,4,5,0,0,14,57
anotherredisdesktopmanager,2020-07-09T15:10:10.974Z,0,0,0,0,0,2,8,0,0,0,0,3,0,0,0,3,1
coopcycle,2022-08-30T12:32:44.089Z,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
jump,2022-04-05T19:49:40.197Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,27
coopcycle,2022-08-30T12:32:44.089Z,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
razonyang-foss,2022-06-12T04:30:06.606Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drogon,2023-04-08T18:15:01.838Z,7,5,16,5,0,0,0,14,11,31,12,11,106,145,51,58,51
coopcycle,2022-08-30T12:32:44.089Z,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
express-cassandra,2021-08-09T23:26:25.556Z,1,1,0,1,3,1,0,0,0,0,0,3,1,9,1,6,3
express-cassandra,2021-08-09T23:26:25.556Z,1,1,0,1,3,1,0,0,0,0,0,3,1,9,1,6,3
whatsie,2021-08-31T11:29:13.316Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whatsie,2021-08-31T11:29:13.316Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openseadragon,2021-05-20T18:59:27.893Z,1,0,0,0,0,0,31,0,5,2,13,0,10,0,14,18,15
openseadragon,2021-05-20T18:59:27.893Z,1,0,0,0,0,0,31,0,5,2,13,0,10,0,14,18,15
westpa,2021-09-01T17:06:53.041Z,2,11,31,8,8,1,18,10,50,11,5,16,37,6,3,8,25
iconify,2024-04-20T18:20:11.886Z,66,20,7,16,28,27,20,22,54,46,16,18,29,15,16,22,20
iconify,2024-04-20T18:20:11.886Z,66,20,7,16,28,27,20,22,54,46,16,18,29,15,16,22,20
hadolint,2023-05-23T21:03:15.283Z,8,19,47,9,28,20,15,8,5,4,4,5,9,6,1,2,9
less,2020-03-06T11:34:25.144Z,0,0,0,56,19,16,3,53,20,28,36,53,57,8,32,3,6
less,2020-03-06T11:34:25.144Z,0,0,0,56,19,16,3,53,20,28,36,53,57,8,32,3,6
iconify,2024-04-20T18:20:11.886Z,66,20,7,16,28,27,20,22,54,46,16,18,29,15,16,22,20
iconify,2024-04-20T18:20:11.886Z,66,20,7,16,28,27,20,22,54,46,16,18,29,15,16,22,20
cobbler,2023-04-24T18:04:05.687Z,80,33,15,43,41,60,115,134,130,91,39,46,18,43,38,86,51
heylinda,2021-08-02T12:28:45.429Z,0,0,0,0,0,0,0,10,116,36,85,5,2,4,30,3,3
just-the-docs,2023-01-24T16:00:40.613Z,5,42,28,21,12,78,74,278,249,136,77,111,60,40,122,73,67
cupy,2023-12-03T10:39:03.122Z,16,52,63,114,64,44,72,64,45,25,60,73,14,38,6,17,85
cupy,2023-12-03T10:39:03.122Z,16,52,63,114,64,44,72,64,45,25,60,73,14,38,6,17,85
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,13,8,23,13,34,0,84,60,10,15,1
notesnook,2022-11-05T17:29:18.048Z,0,0,0,0,0,0,13,8,23,13,34,0,84,60,10,15,1
poliastro,2019-10-13T10:51:23.656Z,18,102,72,13,57,47,58,7,0,3,1,0,16,34,104,16,54
poliastro,2019-10-13T10:51:23.656Z,18,102,72,13,57,47,58,7,0,3,1,0,16,34,104,16,54
gacp,2020-02-22T21:25:17.059Z,8,6,0,0,0,0,0,0,14,5,8,8,6,1,1,0,6
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,27,51,59,123,90,111,30,29
mathesar,2023-03-15T20:15:45.443Z,0,0,0,0,0,0,0,0,0,27,51,59,123,90,111,30,29
blosc,2022-04-05T18:43:03.620Z,6,26,10,8,4,10,4,34,20,23,9,5,1,12,7,2,10
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,2,92,55,64,71,87,78,148,75,59,134
witchcraft,2019-02-14T03:41:55.032Z,5,0,0,1,1,1,0,0,4,5,6,0,0,4,0,1,1
babybuddy,2021-09-25T21:57:49.734Z,24,3,0,1,8,0,2,2,0,2,3,11,15,40,39,32,35
django-import-export,2023-06-26T10:06:19.926Z,7,0,1,0,81,55,74,30,21,16,13,139,92,99,88,120,38
vvvebjs,2019-04-10T09:29:08.146Z,15,10,2,9,32,4,22,29,14,20,9,11,3,6,9,7,5
vvvebjs,2019-04-10T09:29:08.146Z,15,10,2,9,32,4,22,29,14,20,9,11,3,6,9,7,5
univer,2023-12-26T03:21:20.578Z,0,0,0,0,0,0,2,92,55,64,71,87,78,148,75,59,134
spiral-collective,2021-04-05T05:11:42.706Z,0,0,0,0,1,24,1,0,0,0,0,1,0,0,1,2,2
vvvebjs,2019-04-10T09:29:08.146Z,15,10,2,9,32,4,22,29,14,20,9,11,3,6,9,7,5
dynamoose,2020-05-06T03:42:00.576Z,1,0,5,0,0,0,1,111,159,54,8,18,0,18,48,28,6
dynamoose,2020-05-06T03:42:00.576Z,1,0,5,0,0,0,1,111,159,54,8,18,0,18,48,28,6
dynamoose,2020-05-06T03:42:00.576Z,1,0,5,0,0,0,1,111,159,54,8,18,0,18,48,28,6
domino-ui,2024-02-22T15:25:19.493Z,8,14,17,6,11,32,8,16,0,0,3,8,0,11,10,13,3
instantos,2022-08-16T20:02:52.360Z,4,5,0,0,2,0,0,0,0,2,0,0,0,0,2,13,7
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,5,19,12,0,0,0,0,0,0,178,134,137,89,78,70
appium-device-farm,2024-05-05T09:45:22.490Z,0,0,5,19,12,0,0,0,0,0,0,178,134,137,89,78,70
semantic-release,2021-05-06T15:34:23.381Z,0,2,3,2,21,3,0,1,4,4,3,9,2,13,4,0,5
saasfly,2024-04-19T15:11:29.449Z,0,0,0,0,0,0,0,12,49,20,26,18,32,21,20,6,4
codeowners-generator,2023-03-01T16:43:11.849Z,25,24,4,1,0,0,2,12,91,20,0,8,2,0,5,4,64
rust-battery,2019-06-04T07:57:59.235Z,0,0,0,0,30,14,4,3,1,0,0,6,4,19,3,8,7
codeowners-generator,2023-03-01T16:43:11.849Z,25,24,4,1,0,0,2,12,91,20,0,8,2,0,5,4,64
rustpython,2022-04-22T16:09:10.764Z,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
rustpython,2022-04-22T16:09:10.764Z,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
breathe,2023-01-04T02:54:01.961Z,7,49,27,5,0,10,0,10,28,18,13,23,35,29,8,15,5
geostyler,2023-05-23T06:54:52.580Z,19,21,35,90,68,18,17,17,97,205,31,10,4,2,120,24,16
civic-tech-field-guide,2022-06-24T12:43:33.416Z,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
amogos,2021-08-12T20:08:35.183Z,0,0,0,0,0,13,99,54,47,151,93,194,39,110,20,28,21
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pgai-collective,2024-03-21T00:30:30.998Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deskreen,2021-01-19T08:22:26.873Z,0,0,0,2,3,0,0,1,168,148,27,3,5,25,2,2,5
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,5,41,68,26,42,7,6,9,6,20,34,34,26,6
pmd,2021-03-01T18:12:03.269Z,0,2,0,1,0,1,2,0,0,0,3,0,0,0,0,0,0
apollo-elements,2021-02-01T10:52:33.831Z,0,0,0,5,41,68,26,42,7,6,9,6,20,34,34,26,6
open-app-ecosystem,2020-02-14T15:11:07.723Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-awesome-query-builder,2020-02-15T17:04:13.789Z,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,2,8
postgres,2023-07-30T10:42:59.228Z,36,34,80,34,13,12,48,47,41,13,26,41,48,55,8,10,37
vue-material,2020-07-03T14:21:04.851Z,13,21,15,11,14,33,36,13,15,30,13,25,24,16,14,22,15
color,2024-07-12T04:41:31.074Z,175,82,54,417,136,20,147,185,41,48,8,77,39,52,75,21,47
vue-material,2020-07-03T14:21:04.851Z,13,21,15,11,14,33,36,13,15,30,13,25,24,16,14,22,15
django-crispy-forms,2023-11-28T18:40:25.644Z,5,15,6,14,15,7,4,19,7,6,3,13,2,6,0,7,11
daobrussels,2023-05-02T19:03:19.775Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlpack,2022-04-05T20:16:09.166Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
color,2024-07-12T04:41:31.074Z,175,82,54,417,136,20,147,185,41,48,8,77,39,52,75,21,47
xdebug,2020-07-17T09:03:33.686Z,1,24,31,10,16,0,2,10,142,46,12,16,17,3,21,0,9
sopel,2020-04-21T11:34:16.215Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,0,0,0,62,20,46,20,12,17,13,8,262
lycheeorg,2024-02-28T14:05:03.336Z,0,0,0,0,0,0,0,0,62,20,46,20,12,17,13,8,262
websockets,2024-02-28T14:11:54.585Z,38,42,13,17,44,14,22,38,32,7,9,30,12,46,81,52,33
urduhack,2019-07-04T23:24:10.198Z,0,0,6,6,0,0,1,1,5,3,1,0,4,17,11,4,6
urduhack,2019-07-04T23:24:10.198Z,0,0,6,6,0,0,1,1,5,3,1,0,4,17,11,4,6
lowdefy-os,2023-08-02T15:48:26.873Z,76,55,43,53,26,35,13,74,28,26,44,39,15,134,27,16,38
doc-detective,2024-04-30T10:53:59.142Z,0,0,0,0,0,2,1,5,3,0,8,6,9,9,32,0,0
monotorrent,2020-02-03T15:58:10.734Z,0,30,2,9,0,4,71,130,100,100,41,81,71,16,16,12,3
rebelsmanager,2019-11-06T21:27:30.603Z,0,0,0,0,0,10,22,58,18,23,16,6,2,3,6,5,3
revogrid,2022-08-15T13:07:11.927Z,20,25,7,59,1,14,25,5,9,9,1,7,3,5,8,9,7
cspell,2022-02-13T18:20:27.413Z,0,0,0,56,2,0,0,8,0,0,3,59,1,6,0,3,0
cp-algorithms,2024-02-28T14:11:57.074Z,42,74,20,40,75,19,70,37,45,9,30,2,106,108,11,6,302
revogrid,2022-08-15T13:07:11.927Z,20,25,7,59,1,14,25,5,9,9,1,7,3,5,8,9,7
loadable,2019-04-22T15:58:55.186Z,0,0,1,2,4,2,0,2,4,8,0,0,0,16,2,2,6
nekox,2021-07-21T10:24:43.165Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revogrid,2022-08-15T13:07:11.927Z,20,25,7,59,1,14,25,5,9,9,1,7,3,5,8,9,7
vanilla-rtb,2018-10-14T18:49:54.863Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prettier-eslint,2024-03-28T20:37:46.508Z,37,51,33,39,7,15,29,16,8,29,13,27,35,19,21,42,53
semaphore,2022-10-22T08:53:13.829Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
gfx-rs,2021-05-04T14:20:19.856Z,94,210,258,347,238,137,168,177,233,50,10,5,0,0,0,0,0
gfx-rs,2021-05-04T14:20:19.856Z,94,210,258,347,238,137,168,177,233,50,10,5,0,0,0,0,0
ngx-bootstrap,2019-04-15T11:00:58.396Z,0,20,110,9,66,109,45,82,7,0,0,8,3,3,22,0,0
fre,2021-07-13T00:22:06.863Z,0,11,37,11,12,9,15,41,5,13,15,10,18,4,18,0,1
peerbit,2022-11-21T10:19:08.779Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decap,2024-02-27T11:33:47.679Z,0,0,79,69,103,71,40,137,80,80,42,39,38,25,121,31,65
csstree,2024-09-03T13:45:57.174Z,2,2,1,1,1,0,2,6,43,22,41,33,17,10,11,19,10
csstree,2024-09-03T13:45:57.174Z,2,2,1,1,1,0,2,6,43,22,41,33,17,10,11,19,10
ngx-bootstrap,2019-04-15T11:00:58.396Z,0,20,110,9,66,109,45,82,7,0,0,8,3,3,22,0,0
donut,2019-04-08T11:10:20.458Z,0,0,3,3,42,11,104,345,114,27,46,30,31,7,30,39,11
css-gg,2020-02-16T14:03:38.418Z,0,0,0,0,0,0,23,14,0,14,11,7,3,2,2,0,0
donut,2019-04-08T11:10:20.458Z,0,0,3,3,42,11,104,345,114,27,46,30,31,7,30,39,11
css-gg,2020-02-16T14:03:38.418Z,0,0,0,0,0,0,23,14,0,14,11,7,3,2,2,0,0
hydephp,2024-10-22T11:00:03.680Z,9,0,6,1,10,0,0,0,0,0,10,0,4,1,18,39,47
sled,2019-07-23T10:10:47.227Z,6,17,30,45,55,110,49,50,30,76,106,48,41,32,52,120,40
hydephp,2024-10-22T11:00:03.680Z,9,0,6,1,10,0,0,0,0,0,10,0,4,1,18,39,47
sled,2019-07-23T10:10:47.227Z,6,17,30,45,55,110,49,50,30,76,106,48,41,32,52,120,40
fluentvalidation,2022-12-25T15:04:55.591Z,31,57,50,16,50,29,21,19,18,44,29,33,11,15,30,20,55
actionshub,2023-05-15T08:42:15.223Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javaparser,2023-11-22T05:53:27.922Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vue-tables-2,2019-11-20T18:23:59.044Z,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluentvalidation,2022-12-25T15:04:55.591Z,4,5,0,2,0,2,0,0,1,0,0,0,0,0,0,0,33
raspbernetes,2020-08-03T00:50:28.876Z,0,0,0,0,4,0,12,2,1,0,0,0,2,14,0,2,0
plyr,2020-03-14T10:37:59.710Z,22,0,0,0,0,0,11,11,6,27,2,0,0,0,0,0,1
raspbernetes,2020-08-03T00:50:28.876Z,0,0,0,0,4,0,12,2,1,0,0,0,2,14,0,2,0
simply,2022-02-17T05:54:27.338Z,0,1,1,1,0,2,6,4,0,1,13,17,12,4,35,0,0
simply,2022-02-17T05:54:27.338Z,0,1,1,1,0,2,6,4,0,1,13,17,12,4,35,0,0
organilab,2024-08-02T14:24:35.371Z,0,1,8,0,0,7,0,2,6,48,8,0,0,0,0,0,0
pion,2025-01-07T15:21:48.527Z,49,55,129,131,35,112,39,42,178,43,86,163,47,108,91,76,71
ohmyform-sustainability,2020-06-16T07:34:54.714Z,86,10,3,3,3,14,15,22,88,9,6,21,22,3,6,7,19
ohmyform-sustainability,2020-06-16T07:34:54.714Z,86,10,3,3,3,14,15,22,88,9,6,21,22,3,6,7,19
playfulprogramming,2024-02-22T21:05:48.837Z,80,45,43,76,159,34,111,81,37,110,46,2,24,23,69,19,51
nodebook,2019-04-28T16:20:25.614Z,5,4,1,3,7,3,2,10,38,9,10,6,0,0,20,5,0
nodebook,2019-04-28T16:20:25.614Z,5,4,1,3,7,3,2,10,38,9,10,6,0,0,20,5,0
the-katzenpost-software-project,2019-02-18T14:54:26.400Z,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
react-calendar,2020-06-03T17:03:19.219Z,15,45,23,30,20,58,42,69,24,34,23,27,27,23,11,35,19
react-calendar,2020-06-03T17:03:19.219Z,15,45,23,30,20,58,42,69,24,34,23,27,27,23,11,35,19
pep8speaks,2021-06-15T04:15:40.695Z,0,0,0,5,8,0,0,0,0,2,0,0,1,0,0,0,2
coronatracker,2020-04-21T22:28:37.448Z,0,0,0,0,0,0,0,731,1020,182,12,4,3,0,0,0,0
ng-web-apis,2021-07-13T16:03:22.564Z,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ng-web-apis,2021-07-13T16:03:22.564Z,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
slideshowp2,2019-11-13T08:08:16.302Z,19,16,6,5,5,1,1,4,2,1,0,2,3,3,5,1,1
the-katzenpost-software-project,2019-02-18T14:54:26.400Z,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
jaeles-project,2019-12-01T17:37:53.784Z,0,0,0,0,0,0,0,4,1,1,11,3,9,5,1,0,3
educode,2019-09-02T16:55:03.932Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open-research-calendar,2022-10-01T23:25:38.762Z,4,4,0,0,0,0,0,0,2,4,8,1,4,4,0,1,4
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,5,0,0,3,8,10,1,6,0,0,0,0,3,0
electerm,2023-09-25T19:41:54.627Z,0,0,2,0,0,0,0,0,0,0,0,1,140,33,95,143,88
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,5,0,0,3,8,10,1,6,0,0,0,0,3,0
educode,2019-09-02T16:55:03.932Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaeles-project,2019-12-01T17:37:53.784Z,0,0,0,0,0,0,0,4,1,1,11,3,9,5,1,0,3
contribkanban,2019-06-04T01:24:03.006Z,0,0,0,5,0,0,3,8,10,1,6,0,0,0,0,3,0
rspamd_project,2019-06-27T07:47:37.382Z,9,9,0,2,3,10,1,2,5,2,4,6,2,10,3,12,0
stacer,2019-11-22T17:38:32.162Z,22,6,42,10,9,1,3,18,10,19,46,12,2,21,16,2,24
nthumods,2024-09-02T00:23:52.022Z,45,76,30,69,42,30,35,62,42,20,16,20,24,32,19,27,17
verso,2024-09-03T14:28:46.156Z,3,0,27,16,12,12,60,129,21,73,70,23,8,77,31,7,2
oapi-codegen,2024-09-20T04:22:32.717Z,138,32,73,55,90,75,93,66,64,69,92,11,32,41,44,54,86
syspass,2022-04-28T08:50:25.111Z,4,54,9,20,6,6,0,19,5,15,38,10,4,4,2,3,2
toybox,2022-05-06T02:24:15.211Z,8,14,9,27,34,11,40,28,43,15,41,57,53,76,24,18,30
syspass,2022-04-28T08:50:25.111Z,4,54,9,20,6,6,0,19,5,15,38,10,4,4,2,3,2
oxygenjl,2024-05-27T15:34:47.480Z,9,9,9,15,51,97,33,43,12,33,0,17,59,12,19,2,27
wenyan-lang,2020-02-08T20:07:49.855Z,0,0,0,0,0,0,504,587,99,182,14,24,6,23,12,6,6
oxygenjl,2024-05-27T15:34:47.480Z,9,9,9,15,51,97,33,43,12,33,0,17,59,12,19,2,27
oapi-codegen,2024-09-20T04:22:32.717Z,138,32,73,55,90,75,93,66,64,69,92,11,32,41,44,54,86
gridjs,2021-01-06T21:00:37.030Z,0,0,0,0,0,3,54,63,48,39,82,51,41,75,24,29,32
oapi-codegen,2024-09-20T04:22:32.717Z,138,32,73,55,90,75,93,66,64,69,92,11,32,41,44,54,86
oapi-codegen,2024-09-20T04:22:32.717Z,138,32,73,55,90,75,93,66,64,69,92,11,32,41,44,54,86
toybox,2022-05-06T02:24:15.211Z,8,14,9,27,34,11,40,28,43,15,41,57,53,76,24,18,30
ihateregex,2020-02-17T12:07:51.308Z,0,0,1,0,0,0,0,4,63,13,27,4,1,6,2,1,0
intellij-elixir,2019-07-04T10:05:00.056Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
material-table,2019-12-06T02:02:24.377Z,1,15,1,5,9,9,12,7,0,5,2,1,0,6,16,21,8
gapstyle,2022-02-13T16:03:49.042Z,4,0,5,0,8,1,0,0,1,0,1,0,13,0,0,5,1
camelot,2020-01-09T18:52:36.257Z,0,0,59,29,6,83,33,1,3,5,14,5,5,18,35,40,14
camelot,2020-01-09T18:52:36.257Z,0,0,59,29,6,83,33,1,3,5,14,5,5,18,35,40,14
cloudcmd,2017-09-22T13:12:52.750Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,29
material-table,2019-12-06T02:02:24.377Z,1,15,1,5,9,9,12,7,0,5,2,1,0,6,16,21,8
gapstyle,2022-02-13T16:03:49.042Z,4,0,5,0,8,1,0,0,1,0,1,0,13,0,0,5,1
aflpluspluseu,2021-06-12T01:02:28.307Z,73,30,46,34,75,103,129,21,69,17,33,17,18,46,3,30,13
twtxt,2021-02-21T15:47:14.857Z,0,1,6,0,0,0,0,2,0,0,0,0,0,2,0,0,0
jest-puppeteer,2018-09-26T15:52:09.938Z,0,0,52,77,37,57,23,69,44,10,69,39,44,66,67,74,52
ssh-action,2022-07-01T12:33:39.065Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aflpluspluseu,2021-06-12T01:02:28.307Z,73,30,46,34,75,103,129,21,69,17,33,17,18,46,3,30,13
logchimp,2021-07-20T19:08:32.616Z,0,18,11,6,3,2,4,1,14,13,28,7,10,12,11,4,22
frontpage,2024-10-24T23:06:09.659Z,0,0,0,5,130,17,36,35,168,51,29,1,3,16,43,11,3
frontpage,2024-10-24T23:06:09.659Z,0,0,0,5,130,17,36,35,168,51,29,1,3,16,43,11,3
snabbdom,2020-09-06T00:11:57.528Z,173,32,21,8,114,47,41,36,36,14,8,4,15,169,64,29,21
snabbdom,2020-09-06T00:11:57.528Z,173,32,21,8,114,47,41,36,36,14,8,4,15,169,64,29,21
mdanalysis,2022-04-05T20:12:43.276Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frontpage,2024-10-24T23:06:09.659Z,0,0,0,5,130,17,36,35,168,51,29,1,3,16,43,11,3
mdanalysis,2022-04-05T20:12:43.276Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbchallenge,2024-09-12T14:43:56.913Z,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0
cadmium,2020-01-11T13:33:56.676Z,2,3,25,35,20,12,10,0,3,0,0,0,0,0,0,0,0
korge,2020-01-23T06:23:55.301Z,0,0,0,0,0,0,0,0,15,3,3,0,45,19,19,0,0
react-design-editor,2019-12-06T04:43:58.782Z,18,13,1,2,0,1,3,10,19,26,6,5,6,10,3,13,5
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,46,53,18,32,16,3,2,7,3,6,3,2,4,9,10,4
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,46,53,18,32,16,3,2,7,3,6,3,2,4,9,10,4
sgkit,2022-10-26T19:43:33.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enraged-rabbit-community,2024-07-25T22:16:49.243Z,0,46,53,18,32,16,3,2,7,3,6,3,2,4,9,10,4
orangopus,2019-08-03T15:43:54.433Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oi-wiki,2020-10-19T09:07:21.746Z,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cglm,2020-06-06T08:58:38.362Z,1,18,2,7,14,45,73,20,0,15,19,11,2,22,12,3,6
drupalnj,2022-06-06T20:57:04.148Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openms,2021-06-11T01:53:34.360Z,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
heti,2022-06-18T17:42:22.049Z,3,3,3,29,3,12,0,0,7,2,0,0,0,5,20,7,4
heti,2022-06-18T17:42:22.049Z,3,3,3,29,3,12,0,0,7,2,0,0,0,5,20,7,4
code-for-dayton,2023-11-07T23:56:41.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cglm,2020-06-06T08:58:38.362Z,1,18,2,7,14,45,73,20,0,15,19,11,2,22,12,3,6
code-for-dayton,2023-11-07T23:56:41.226Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casdoor,2023-09-25T19:41:11.489Z,3,0,0,14,80,136,113,99,7,21,0,56,32,53,44,23,21
moonshine,2023-06-29T18:40:35.790Z,0,3,24,21,18,15,50,65,13,65,35,28,46,25,55,20,80
moonshine,2023-06-29T18:40:35.790Z,0,3,24,21,18,15,50,65,13,65,35,28,46,25,55,20,80
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fayettevillejs,2020-01-21T02:32:21.735Z,0,0,0,0,0,0,0,0,5,3,1,1,3,1,2,1,0
heti,2022-06-18T17:42:22.049Z,3,3,3,29,3,12,0,0,7,2,0,0,0,5,20,7,4
fayettevillejs,2020-01-21T02:32:21.735Z,0,0,0,0,0,0,0,0,5,3,1,1,3,1,2,1,0
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bootscore,2023-09-27T10:22:12.118Z,52,39,35,60,16,29,3,25,74,39,24,25,30,69,26,14,35
tone-row,2021-05-10T20:10:33.637Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moonshine,2023-06-29T18:40:35.790Z,0,3,24,21,18,15,50,65,13,65,35,28,46,25,55,20,80
utopia-project,2024-10-17T20:48:00.388Z,0,0,0,0,0,0,0,0,12,11,5,7,32,8,6,5,18
fritzing,2019-07-04T06:31:14.332Z,0,0,0,0,0,7,20,13,2,4,0,30,18,1,1,7,1
remix-pwa,2023-01-01T01:05:12.939Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
