project_name,first_donation_date,-6月,-5月,-4月,-3月,-2月,-1月,0月,1月,2月,3月,4月,5月,6月
here-wallet,2023-08-01,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scamsniffer,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
banyancomputer,2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,181.0
vacp2p,2024-04-01,155.0,162.0,97.0,129.0,148.0,268.0,112.0,437.0,276.0,196.0,396.0,260.0,369.0
ipni,2024-10-01,24.0,27.0,17.0,10.0,29.0,26.0,16.0,12.0,11.0,2.0,28.0,6.0,25.0
leastauthority,2020-07-01,0.0,1.0,9.0,0.0,0.0,0.0,4.0,0.0,7.0,8.0,1.0,0.0,10.0
eth-brownie,2020-07-01,0.0,0.0,0.0,0.0,11.0,69.0,12.0,29.0,14.0,45.0,49.0,87.0,78.0
raid-guild,2020-02-01,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,16.0,56.0,61.0,26.0,12.0
ezkl-zkonduit,2023-04-01,8.0,0.0,6.0,1.0,16.0,21.0,13.0,36.0,45.0,30.0,48.0,8.0,43.0
dspytdao,2023-04-01,30.0,30.0,45.0,64.0,45.0,19.0,6.0,30.0,32.0,78.0,53.0,53.0,102.0
l2beat,2021-11-01,0.0,9.0,42.0,41.0,56.0,0.0,11.0,10.0,31.0,18.0,3.0,2.0,11.0
gnosischain,2023-04-01,27.0,54.0,70.0,61.0,61.0,120.0,135.0,76.0,155.0,272.0,97.0,720.0,359.0
drand,2024-10-01,74.0,36.0,84.0,33.0,34.0,16.0,13.0,2.0,19.0,45.0,69.0,27.0,148.0
naturalselectionlabs,2021-06-01,0.0,0.0,0.0,0.0,0.0,5.0,1.0,9.0,3.0,11.0,4.0,10.0,18.0
zigzagexchange,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,43.0,92.0,135.0,70.0,190.0
blockchain-lab-um,2024-04-01,16.0,22.0,38.0,33.0,36.0,755.0,422.0,21.0,1.0,0.0,0.0,23.0,20.0
ethereum-attestation-service,2023-08-01,0.0,0.0,3.0,10.0,27.0,17.0,58.0,14.0,11.0,15.0,16.0,28.0,13.0
defi-llama,2021-09-01,75.0,133.0,105.0,160.0,143.0,163.0,317.0,111.0,352.0,355.0,302.0,235.0,861.0
clrfund,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,52.0,25.0,38.0,6.0,39.0
wtfacademy,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,18.0,20.0,14.0,18.0
coin-cashew,2020-12-01,0.0,6.0,4.0,0.0,8.0,16.0,10.0,8.0,15.0,4.0,23.0,9.0,13.0
ambiretech,2023-11-01,34.0,15.0,2.0,0.0,0.0,0.0,2.0,4.0,15.0,34.0,36.0,28.0,52.0
dypfinance,2021-03-01,0.0,0.0,0.0,5.0,5.0,8.0,10.0,0.0,0.0,1.0,1.0,9.0,6.0
nativesintech,2022-03-01,4.0,1.0,6.0,1.0,20.0,14.0,1.0,2.0,0.0,7.0,9.0,2.0,19.0
dexkit,2023-04-01,1.0,0.0,0.0,17.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zkemail,2023-08-01,0.0,7.0,10.0,11.0,12.0,13.0,8.0,27.0,81.0,170.0,59.0,56.0,77.0
artizen-fund,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,44.0,57.0,61.0,14.0,128.0
stereum-dev,2021-03-01,0.0,0.0,48.0,46.0,28.0,13.0,17.0,24.0,10.0,6.0,2.0,6.0,28.0
hats-protocol,2022-06-01,0.0,0.0,0.0,0.0,0.0,4.0,20.0,12.0,8.0,5.0,8.0,5.0,20.0
fluidkey,2024-04-01,0.0,0.0,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
plebbit,2022-06-01,0.0,2.0,22.0,11.0,13.0,14.0,11.0,12.0,57.0,13.0,9.0,3.0,12.0
benzin-web3-oss,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
astrodevs-labs,2023-09-01,0.0,0.0,0.0,0.0,0.0,4.0,25.0,18.0,30.0,6.0,7.0,34.0,8.0
impact-stream-0xprimordia,2023-08-01,0.0,0.0,0.0,26.0,2.0,3.0,2.0,1.0,48.0,35.0,12.0,0.0,0.0
upchain-lbc-team,2021-03-01,47.0,14.0,15.0,19.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,0.0
solidity-analyzer-parmanuxyz,2023-09-01,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xfacet,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,47.0,16.0
gyrostable,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
lemonadesocial,2024-01-01,52.0,172.0,119.0,46.0,44.0,122.0,45.0,44.0,67.0,79.0,36.0,11.0,21.0
cash4pr,2023-08-01,0.0,0.0,0.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
theskeletoncrew,2022-03-01,0.0,17.0,51.0,25.0,1.0,5.0,17.0,16.0,2.0,0.0,0.0,0.0,0.0
frame-floating,2020-10-01,4.0,6.0,2.0,2.0,16.0,31.0,14.0,2.0,8.0,6.0,5.0,6.0,0.0
smoldapp,2024-04-01,37.0,20.0,36.0,49.0,9.0,43.0,93.0,89.0,69.0,34.0,55.0,32.0,36.0
democracyearth,2020-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
function03-labs,2023-11-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,1.0,2.0
ubeswap,2025-04-01,0.0,9.0,11.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xdeadlist,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tcfev,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
zerodao,2022-02-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemery-testnet,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,7.0,0.0
0xfableorg,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,27.0,4.0,10.0,89.0,88.0
lighthouse-sigp,2019-02-01,3.0,28.0,152.0,75.0,125.0,180.0,208.0,166.0,74.0,96.0,65.0,215.0,195.0
citizenwallet,2023-08-01,0.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,2.0,13.0,4.0,13.0,25.0
0x3327,2023-11-01,0.0,9.0,30.0,45.0,19.0,17.0,14.0,10.0,14.0,12.0,4.0,7.0,0.0
blockful-io,2024-01-01,0.0,1.0,0.0,13.0,75.0,160.0,79.0,321.0,189.0,133.0,98.0,80.0,86.0
darkforest-eth,2021-03-01,1.0,4.0,0.0,13.0,67.0,1.0,0.0,0.0,41.0,124.0,164.0,85.0,78.0
us3r-network,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,14.0,12.0,18.0,13.0,23.0
ethereum-ecuador,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
monas-project,2024-04-01,3.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,10.0,9.0
couger-inc,2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,16.0,16.0
revolte-pgrandne,2023-04-01,0.0,0.0,0.0,0.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hemifyorg,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
proveuswrong,2023-08-01,0.0,11.0,229.0,142.0,134.0,25.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0
pentaclexyz,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,9.0,12.0,2.0,3.0,0.0
universal-grave-yearone-io,2024-04-01,0.0,23.0,0.0,58.0,114.0,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0
openbuildxyz,2023-11-01,0.0,0.0,0.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,36.0,24.0,5.0
fruteroclub,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
web3privacy,2025-04-01,55.0,5.0,41.0,35.0,24.0,19.0,10.0,20.0,45.0,14.0,0.0,0.0,0.0
minerva-wallet-lab10-coop,2020-10-01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizzadao,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,22.0,0.0,0.0,0.0,16.0
dexgridpr,2023-04-01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
distributed-press,2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,9.0
goodhive,2023-04-01,0.0,0.0,62.0,45.0,17.0,4.0,147.0,107.0,72.0,32.0,2.0,17.0,19.0
blockchainedindia,2023-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ludium-official,2024-08-01,22.0,5.0,7.0,41.0,96.0,67.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0
zkvrf,2023-11-01,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethhub-io,2019-02-01,0.0,0.0,0.0,0.0,78.0,47.0,10.0,17.0,15.0,7.0,28.0,8.0,4.0
familylyx,2024-09-01,4.0,4.0,14.0,9.0,4.0,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
opensensepw,2023-08-01,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vaariance,2024-04-01,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
web3afrika,2023-04-01,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
panvala,2022-06-01,2.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
denotalabs,2024-04-01,0.0,4.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
opti-domains,2024-04-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
echonft,2024-10-01,0.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dasylang,2023-09-01,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
iounet,2022-06-01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
wagmifund,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
optionhq,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,1.0,0.0
ethblockart,2021-03-01,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
coordination-play,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
thenamespace,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0
gwamilabs,2022-06-01,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xnextlabs,2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
opentothepublic,2024-04-01,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,6.0,3.0,0.0
yohakuxyz,2024-08-01,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eth-pkg,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
peeramid-labs,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,30.0,27.0,21.0,20.0
commonshub,2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rolod0x,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,5.0,3.0,2.0,3.0,8.0
circuitscan,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0
verifereum,2025-04-01,0.0,4.0,6.0,2.0,27.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
greenpill-dev-guild,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,28.0,4.0,7.0
flow-state-coop,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,4.0,2.0,0.0
jellycuts,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,6.0,3.0,2.0
adcommune,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,63.0,4.0,1.0,1.0,0.0
c-atts,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ethsydney,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mystic-garden,2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0
muqa-org,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
arbitrumhub,2024-04-01,0,0,0,0,0,0,10,13,6,6,4,0,0
