project_name,first_donation_date,-8月,-7月,-6月,-5月,-4月,-3月,-2月,-1月,0月,+1月,+2月,+3月,+4月,+5月,+6月,+7月,+8月
ratzilla,2022-12-29T10:49:16Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kicanvas,2020-04-30T03:57:36Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BiliOB,2022-06-30T17:17:50Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-audio-api,2023-06-30T11:24:08Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtrader,2024-07-30T15:55:09Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
community-legacy,2025-03-20T19:22:59Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air,2024-02-10T07:05:56Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-native-image-editor,2022-06-15T19:54:47Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awesome-newsletters,2023-01-24T19:39:02Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok-downloader,2025-06-28T16:50:34Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
web-udp-public,2024-02-17T10:42:01Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abort-controller,2020-05-09T01:21:30Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kami,2024-02-22T19:18:39Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shader-web-background,2025-04-21T17:47:59Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pogo,2024-07-14T01:00:56Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matcha,2021-05-24T21:35:26Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudtunes,2020-07-01T12:36:14Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wireguard-ui,2024-12-13T02:43:27Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swashbuckle.WebApi,2024-02-08T13:05:25Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scikit-learn-ts,2021-02-18T03:39:45Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hacker-scripts,2025-08-15T12:19:17Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-virtualized,2023-04-02T03:59:52Z,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
nprogress,2025-10-08T13:37:32Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NorthwindTraders,2024-05-10T08:39:12Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIEffect,2021-10-31T15:55:51Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MarkovJunior,2019-07-30T01:14:42Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iscroll,2024-03-31T18:32:55Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,2019-08-24T17:31:51Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotel,2020-06-03T18:37:31Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gremlins.js,2025-04-08T09:35:54Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stats.js,2020-12-28T04:52:02Z,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mapscii,2025-07-18T14:46:22Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photon,2022-09-11T09:08:05Z,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pydantic-ai,2023-06-28T06:54:43Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
requests-html,2024-08-19T19:50:26Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jquery.transit,2025-10-08T13:37:32Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fontello,2024-12-07T04:41:38Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utf8Json,2020-07-31T02:04:39Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ai-no-jimaku-gumi,2023-08-10T11:01:36Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweetalert,2024-03-20T04:33:38Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richeditor-android,2022-03-14T09:12:40Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
epic,2025-03-01T10:14:09Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AndroidWiFiADB,2022-09-13T23:08:18Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOLOv4MLNet,2024-12-14T18:59:01Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blitz,2022-05-17T18:03:54Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sndcpy,2024-06-11T09:49:49Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EffectiveAndroidUI,2022-09-13T23:08:18Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
semantic-router,2024-07-20T15:44:32Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ion,2021-09-18T02:21:08Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glide-transformations,2022-03-14T09:12:40Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homemade-gpt-js,2021-03-10T00:11:10Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
project-code-py,2025-03-31T16:35:54Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadow-tls,2021-10-10T02:24:54Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbat,2019-10-31T13:09:27Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AndroidAsync,2021-09-18T02:21:08Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haven,2025-06-10T09:14:14Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bens-bites-ai-search,2021-02-18T03:39:45Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bayard,2025-07-25T14:39:11Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miette,2019-05-27T18:49:43Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kokoro-web,2023-03-14T06:48:51Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android-PullToRefresh,2024-10-08T17:19:08Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP32-Cheap-Yellow-Display,2019-10-30T09:43:38Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iina,2022-11-07T23:49:06Z,2,19,24,15,2,3,12,36,47,5,3,1,28,43,17,4,26
miniserve,2021-06-15T17:04:33Z,38,30,7,44,38,86,62,34,11,10,100,48,35,24,40,32,49
benchmarks,2024-04-24T04:20:36Z,4,6,14,20,6,11,8,8,7,4,4,5,6,11,12,30,16
io-ts,2022-09-06T11:38:15Z,1,0,1,0,0,0,3,3,0,2,0,5,0,1,0,1,0
ariadne,2022-02-24T16:37:27Z,0,35,0,0,0,1,3,0,4,2,0,0,0,3,3,3,0
rxdb,2020-07-16T10:05:53Z,115,74,64,29,177,176,107,100,76,99,73,126,112,67,75,123,98
zig,2020-07-03T02:32:16Z,382,360,450,374,515,399,379,264,296,472,516,443,403,466,335,292,282
bootstrap,2022-10-29T17:21:28Z,67,74,72,79,48,59,20,53,71,62,74,83,46,97,41,37,39
FXGL,2020-08-03T05:40:51Z,93,80,67,70,34,81,65,122,110,38,68,45,93,103,117,109,64
bulma,2019-11-10T13:33:29Z,10,14,46,2,13,3,13,43,7,6,23,8,25,8,26,14,5
tview,2021-05-28T08:57:20Z,3,4,9,4,7,9,8,13,11,7,3,2,13,10,10,5,12
AeroSpace,2024-03-28T09:35:53Z,0,68,65,132,131,111,47,39,42,32,49,32,76,30,82,36,27
LocalAI,2024-09-23T12:23:13Z,83,82,115,211,210,179,355,233,168,261,177,147,176,146,152,152,162
easyeffects,2022-10-08T08:09:31Z,28,46,103,82,135,217,204,172,109,180,61,73,51,216,132,124,99
finicky,2022-10-04T13:25:36Z,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1
curl,2021-02-16T01:53:18Z,106,93,118,133,83,109,116,158,116,115,102,138,162,106,99,114,107
loom,2021-02-01T06:45:20Z,2,2,2,0,9,1,2,0,0,0,17,0,1,1,0,4,8
uwsgi-nginx-flask-docker,2020-05-19T20:05:07Z,0,3,0,0,0,0,0,6,12,2,0,2,0,0,0,2,0
hyperapp,2022-02-01T11:33:58Z,0,0,2,8,0,0,2,0,1,6,0,2,0,0,1,1,0
sh,2020-01-10T15:44:22Z,6,13,6,13,22,13,6,24,28,28,10,15,18,9,6,8,11
mypy,2020-10-21T23:18:34Z,43,46,27,40,37,41,63,49,58,37,30,46,51,34,44,53,70
sympy,2023-04-09T00:40:10Z,294,247,156,202,198,393,324,390,209,216,181,443,854,426,302,162,105
activitywatch,2021-10-11T01:27:46Z,1,5,2,1,35,1,7,16,4,2,0,29,2,11,9,4,6
valtio,2022-01-20T22:49:35Z,10,3,23,22,15,9,9,7,25,22,18,27,8,2,15,7,10
visidata,2021-01-11T21:22:37Z,67,65,98,50,79,171,83,61,68,68,118,92,78,111,57,57,107
Crow,2024-08-03T22:21:52Z,5,8,9,8,15,4,11,7,8,12,17,8,6,31,14,2,2
cpython,2020-10-21T23:18:34Z,189,288,287,371,291,142,118,172,251,261,240,171,134,195,391,310,220
zotero-pdf-translate,2023-01-04T18:31:29Z,30,26,7,16,17,27,46,19,0,66,38,30,3,11,15,39,35
ludusavi,2024-01-14T04:06:54Z,72,31,32,29,2,1,3,32,6,0,20,43,16,61,15,15,13
meinheld-gunicorn-flask-docker,2020-05-19T20:05:07Z,0,3,0,0,0,0,0,1,9,1,0,0,0,0,0,5,0
RAG_Techniques,2025-01-06T19:46:22Z,0,0,39,80,139,21,8,2,15,25,6,20,6,35,7,2,5
labelme,2024-08-19T19:51:27Z,46,9,5,1,2,3,20,1,7,5,0,1,4,6,26,65,7
komorebi,2022-08-16T03:02:46Z,15,13,14,18,17,14,16,27,48,13,31,16,21,19,25,5,25
mastodon,2023-10-13T11:10:53Z,231,203,217,263,182,244,209,184,230,257,196,300,199,250,213,196,238
django,2020-02-14T02:12:16Z,81,85,92,108,138,144,104,105,100,122,147,156,116,101,96,77,101
Waybar,2022-09-16T19:18:07Z,39,41,77,37,54,15,39,70,28,83,67,40,66,33,33,50,21
n8n-mcp,2025-08-08T07:20:34Z,0,0,0,0,0,0,116,208,67,147,272,0,0,0,0,0,0
Mathfs,2021-12-26T02:46:21Z,1,6,37,33,9,6,3,10,0,16,0,4,2,46,56,11,16
czkawka,2021-01-14T20:42:18Z,0,0,0,16,102,54,13,52,39,32,11,7,20,2,7,8,1
hfs,2023-08-30T07:28:44Z,25,100,141,160,122,105,86,97,84,131,92,74,135,124,119,89,65
compiler-explorer,2024-12-07T13:51:14Z,88,71,113,37,40,74,95,82,59,75,90,48,79,87,96,77,63
pnpm,2021-10-07T06:35:46Z,96,92,91,68,50,54,76,39,90,88,63,110,69,46,78,60,83
Win11Debloat,2024-07-11T09:49:17Z,4,4,1,2,7,3,7,16,5,8,5,3,3,4,4,10,3
stash,2023-07-25T13:52:11Z,63,24,17,60,65,26,47,22,45,41,35,41,36,29,33,76,31
planby,2023-03-09T11:42:20Z,3,0,9,8,0,0,3,6,10,3,5,2,0,4,2,0,10
Avalonia,2022-11-17T19:11:43Z,382,405,462,393,542,295,322,473,404,458,566,584,499,378,587,311,234
perfectmotherfuckingwebsite,2022-03-18T06:41:03Z,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1
node-prune,2019-08-24T17:31:51Z,1,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0
grist-core,2023-03-05T07:56:09Z,40,76,68,73,35,72,107,100,106,61,53,53,84,94,75,90,81
awesome-nodejs,2019-05-23T14:30:31Z,1,19,1,2,0,1,1,15,7,6,2,1,8,1,6,3,0
casbin,2023-03-20T14:42:13Z,8,4,6,1,6,2,0,7,4,5,3,4,4,11,2,1,2
k9s,2020-01-09T10:49:41Z,60,77,14,21,20,79,32,53,73,125,63,34,52,25,29,23,30
react-pdf,2020-12-10T20:38:17Z,3,7,7,8,8,4,7,19,6,13,5,11,10,6,1,16,12
fumadocs,2024-06-23T15:46:46Z,236,95,139,150,109,138,86,168,278,214,250,143,172,134,85,103,128
entt,2019-10-08T21:58:19Z,52,77,54,63,38,32,78,105,79,50,105,61,63,60,52,46,96
ImageSharp,2020-10-17T08:14:46Z,300,127,180,61,49,126,80,25,143,175,198,64,107,39,31,186,207
discord.js,2021-12-24T10:33:02Z,52,69,169,161,151,51,113,48,71,164,91,54,74,29,166,177,171
genact,2021-06-15T17:04:33Z,20,12,20,34,9,46,14,16,6,14,28,20,14,14,21,36,29
PyOxidizer,2021-07-27T00:40:44Z,344,58,12,90,285,641,291,2,30,101,129,185,55,178,104,7,351
openssl,2020-12-19T10:09:03Z,228,257,232,212,224,303,187,257,185,205,298,425,274,454,366,135,130
sftpgo,2020-12-25T17:24:59Z,24,26,36,20,28,28,71,47,45,32,48,38,46,47,35,30,20
revanced-patches,2023-04-12T21:35:21Z,108,147,110,125,110,88,102,40,89,179,92,118,86,84,128,122,88
wpfui,2023-05-03T00:02:11Z,56,79,18,4,118,95,28,37,23,76,41,52,31,94,66,57,5
TUnit,2024-09-20T18:57:49Z,70,430,54,173,141,275,188,160,450,445,147,137,206,186,200,78,143
vanillawebprojects,2023-09-03T03:29:32Z,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0
quickcheck,2023-09-28T04:58:06Z,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
Rocket.Chat,2020-04-13T22:39:21Z,108,108,120,70,114,102,174,167,209,148,174,128,100,115,100,177,121
reviewdog,2024-06-28T07:40:54Z,40,24,42,45,26,37,66,62,144,137,107,44,21,28,24,18,107
optuna,2024-01-16T02:30:22Z,217,137,217,69,165,170,83,60,93,310,210,103,103,185,241,93,54
pi-hole,2021-04-01T23:31:56Z,32,14,31,43,49,18,5,14,30,5,12,48,41,33,44,12,45
vaultwarden,2019-12-25T21:44:40Z,22,32,15,15,29,19,45,44,43,30,18,60,13,36,20,32,45
revanced-manager,2023-04-12T21:35:21Z,136,238,62,40,24,18,14,25,30,27,49,51,78,64,71,27,49
pcsx2,2022-05-23T18:55:09Z,197,154,163,214,190,143,248,211,321,254,157,188,157,209,229,274,245
nuxt,2021-01-05T20:21:32Z,59,99,80,77,48,44,212,98,92,108,72,156,65,106,86,54,105
coreutils,2023-08-21T07:04:37Z,104,104,195,470,247,273,175,170,178,206,241,194,322,231,170,237,179
AFFiNE,2023-04-04T07:00:31Z,680,261,216,37,40,642,371,331,298,275,244,296,336,243,166,207,218
hexyl,2019-10-31T13:09:27Z,7,3,9,4,0,5,0,0,9,0,0,3,0,8,2,13,16
learn-python,2021-03-10T00:11:10Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
dua-cli,2021-03-27T18:48:09Z,78,0,7,5,8,7,12,11,3,4,23,24,13,15,3,14,1
drei,2022-01-20T22:49:35Z,28,35,15,9,38,38,43,35,25,27,68,42,24,15,14,62,34
rclone,2023-07-18T17:30:46Z,77,65,43,38,152,73,51,66,81,97,109,79,87,46,63,53,78
composer,2020-05-18T12:28:47Z,20,65,89,31,138,112,104,232,110,174,66,81,102,238,139,19,65
fastify,2024-04-24T04:20:36Z,34,34,30,16,39,29,17,19,19,41,25,25,16,25,44,43,31
APlayer,2022-02-21T06:34:22Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
molten,2020-12-20T07:37:46Z,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0
pretty-quick,2024-01-26T06:20:03Z,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0
flowy,2022-06-29T00:34:53Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
purescript-flame,2025-05-14T16:15:09Z,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,0,0
sqlite-net,2020-06-21T04:45:49Z,3,0,4,4,0,0,0,17,0,0,0,3,0,3,17,17,0
camel,2025-03-10T12:32:26Z,30,36,55,74,46,72,65,52,135,99,109,240,198,85,94,77,0
babel,2021-02-25T14:58:45Z,43,73,57,43,87,59,73,60,131,118,80,78,56,67,65,50,60
mkdocs-material,2020-05-18T06:37:31Z,41,35,53,111,27,188,206,147,73,52,125,132,113,94,89,75,68
mailpit,2023-06-26T13:58:31Z,72,20,21,16,26,40,62,60,70,29,26,78,67,17,38,69,34
node-postgres,2020-01-20T21:57:23Z,11,9,10,3,1,22,12,70,18,10,4,33,44,10,35,9,1
EventSourcing.NetCore,2020-07-07T07:31:22Z,16,4,27,4,0,4,5,7,3,5,53,73,0,10,6,0,7
Alamofire,2021-05-07T19:21:01Z,4,9,2,3,0,1,12,4,4,2,2,1,5,5,8,2,8
toml,2023-09-28T04:58:06Z,15,0,0,0,5,7,0,0,6,10,0,3,2,0,0,0,11
fast-xml-parser,2024-08-19T19:59:24Z,1,5,2,4,1,4,5,5,0,4,1,2,3,0,30,4,15
DiscordChatExporter,2022-07-03T05:39:08Z,9,18,11,16,13,42,5,30,6,14,26,13,8,13,28,74,8
eleventy,2021-12-16T23:34:13Z,35,27,66,66,21,15,25,50,29,28,32,51,43,59,41,36,33
atuin,2024-01-09T18:50:49Z,25,27,36,28,36,50,17,43,107,65,43,54,44,81,83,13,5
mailcow-dockerized,2024-08-26T08:15:13Z,54,51,76,14,29,12,35,26,102,21,22,41,35,53,47,64,32
LibAFL,2023-03-07T05:16:51Z,20,30,36,47,30,41,37,52,54,29,45,18,36,93,51,45,48
inferno,2024-01-05T18:49:17Z,0,0,0,8,6,0,7,3,1,2,1,0,0,1,16,9,1
nodejs.org,2025-01-15T22:24:31Z,48,47,56,30,36,68,66,63,51,41,42,70,71,81,95,49,45
lobe-chat,2024-06-07T02:17:48Z,226,169,244,159,145,154,251,279,160,163,191,281,196,149,287,251,481
tox,2024-08-19T19:50:29Z,3,20,9,15,13,5,6,6,13,15,31,10,5,9,7,11,5
shell_gpt,2024-01-15T01:30:43Z,7,7,1,0,0,0,0,13,10,7,2,8,0,2,0,5,0
tiny11builder,2024-05-08T23:31:31Z,0,0,0,0,0,0,0,28,23,0,0,0,1,1,12,0,0
PrismLauncher,2023-04-04T19:38:37Z,116,87,343,321,181,143,86,103,100,127,395,344,273,101,167,185,69
kdenlive,2022-01-04T12:51:52Z,85,53,165,94,249,69,193,110,174,132,193,108,163,127,143,166,76
nvim-treesitter,2022-07-12T10:22:21Z,116,74,219,147,89,135,50,82,115,123,95,150,120,111,145,115,143
organicmaps,2021-08-13T18:14:49Z,101,81,48,155,109,102,107,110,123,69,85,112,105,195,174,106,133
jint,2020-09-15T19:04:56Z,5,5,6,7,5,7,5,6,0,2,9,8,7,3,7,10,21
responsively-app,2024-06-26T01:36:22Z,37,51,13,8,1,0,9,6,14,14,36,39,4,11,7,10,0
tmux,2024-11-24T09:20:27Z,20,12,23,3,7,35,15,71,53,16,17,17,27,35,21,11,21
ant-design-mobile,2025-03-19T10:04:19Z,15,14,0,11,4,4,2,1,9,4,4,7,12,6,12,5,0
starlette,2022-04-29T22:38:52Z,3,16,9,9,12,42,43,8,14,23,22,21,8,18,17,10,13
50projects50days,2023-09-03T03:29:32Z,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
whatsmeow,2020-05-22T18:28:00Z,9,18,14,8,5,0,19,15,9,15,4,12,7,6,27,4,15
opencv,2023-10-30T13:12:52Z,47,67,98,105,130,109,64,102,73,99,168,113,84,86,116,127,71
freeCodeCamp,2020-06-27T04:36:28Z,192,143,121,66,95,125,127,126,82,105,121,171,161,130,100,148,300
lnav,2020-01-28T00:43:15Z,22,9,23,5,11,7,2,0,3,0,1,13,20,4,7,17,120
gdrive,2020-08-16T22:21:33Z,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0
awesome-android-ui,2022-03-14T09:12:40Z,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
big-list-of-naughty-strings,2021-02-22T23:38:50Z,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
wahh_extras,2023-04-26T14:09:58Z,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ts-toolbelt,2024-11-08T23:42:18Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
jszip,2024-08-19T19:51:03Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
git-branchless,2022-09-20T16:25:02Z,8,28,59,100,41,37,68,41,43,52,68,17,59,85,68,42,34
Rocket,2023-06-16T19:20:30Z,2,5,0,7,4,41,24,20,6,2,10,7,6,30,16,8,4
joplin,2020-05-16T08:28:55Z,127,131,88,111,102,169,171,130,175,153,87,76,167,209,250,143,255
dysk,2024-11-30T15:37:37Z,0,0,1,4,3,0,2,0,1,7,0,0,0,0,6,0,12
pyenv,2022-05-06T09:08:11Z,45,43,17,16,9,5,17,8,29,18,10,7,30,19,19,38,35
opencv_contrib,2023-10-30T13:12:52Z,8,9,16,11,15,11,2,9,14,8,9,13,13,24,18,14,3
react-native-reanimated-carousel,2023-12-20T14:25:55Z,1,14,8,37,0,0,0,17,56,27,0,11,1,16,1,5,2
api-platform,2023-10-06T22:02:17Z,3,2,0,5,4,9,4,12,11,1,6,2,5,11,5,10,3
netbird,2024-11-01T16:30:57Z,35,48,51,41,52,53,59,62,63,48,62,57,58,69,53,77,70
tor-socks-proxy,2019-09-10T16:35:51Z,1,0,1,0,0,1,7,3,0,2,2,5,0,1,0,0,9
cash,2022-01-27T18:42:31Z,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
chart.xkcd,2022-05-14T08:05:16Z,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,1
clap,2024-04-18T13:17:58Z,63,57,27,48,24,93,43,36,34,18,59,87,187,84,51,39,35
celery,2023-01-30T02:04:04Z,16,36,9,20,11,36,32,22,11,19,30,22,33,39,15,22,37
ImageGlass,2023-01-05T17:14:24Z,109,107,51,44,24,99,121,212,10,79,178,160,56,160,198,46,58
probe-rs,2020-11-21T11:45:32Z,120,99,70,86,123,110,78,44,247,145,96,58,67,42,241,189,215
postgres,2023-02-08T19:26:10Z,3,8,4,12,16,3,1,6,5,5,6,3,11,10,1,11,24
sequelize,2023-06-22T15:03:48Z,60,66,70,64,33,82,49,33,82,53,62,102,79,72,53,69,78
jiff,2023-09-28T04:58:06Z,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
node-glob,2021-03-24T17:56:30Z,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0
ente,2024-06-11T05:03:33Z,674,762,612,645,547,1193,1652,1814,1336,1169,1345,1418,1086,1267,652,1231,1162
